-0:58	marianne van tienen	しおしおっ！
1:27:26	なじー	名前だけ聞いたことあるなあ
1:27:26	チーズ牛丼	知らないな
1:27:27	芋けんぴ	水溜まりに似てる人か
1:27:27	カル	奈羅花ちゃんですね！
1:27:27	つっきー	美容
1:27:27	701便	あー 兄妹いるよね～
1:27:27	グレブナー基底	草
1:27:28	猫島	NHKのアニメ？
1:27:28	ゆさ石奏	栞桜さん美容系見るんですか？？？？？？
1:27:29	豆腐DMT	草
1:27:29	アメペリック	美容系に興味あるのにファッションは、、、いや、何でもないです
1:27:29	佐藤蓮	テンション高くね？？
1:27:29	オーレウェルギウス	AZ?
1:27:30	ふぉれすたる.	あずきちゃんかわいい
1:27:30	クレイ。	あー知ってる
1:27:30	四季綾ノ乃	知らないかな？
1:27:31	Akino2517	100
1:27:31	鳥烏[とりからす]	美容系見ないなぁ
1:27:31	ローズマリー	ぶんけいさん好きだった
1:27:32	うぃんでん	そんな時の
1:27:32	ニコラス	(´
1:27:32	レモン	草
1:27:32	Ryo	しらぬー
1:27:33	国士無双	好きなYouTuberで趣味がわかるなｗ
1:27:33	スパイラル	踊り結構いい
1:27:33	ゆういち	まぁたそｗ
1:27:33	shu my	草
1:27:33	reon	あーずーはかわいい
1:27:33	jiroro 266	あれよな秋元康がOPつくってたアニメだよなあずきちゃん
1:27:34	りんご田べる	美容系好きなのに何故本人は…
1:27:34	やあけ	ループしてるなw
1:27:34	いろは	まず服
1:27:35	お前ら_	へ～
1:27:35	いざよいさくや	あー
1:27:35	レッドウッドへいぽう	美容系みないなあ
1:27:36	逢坂とらら	パオチャン生き返れ生き返れ......
1:27:37	*ねう*	好き
1:27:37	アルゴノゥトチームGospel	栞桜ちゃんから美容系という単語が！？
1:27:37	ことかげ	聞いたことはあるかも
1:27:38	マルコポーロ	へー 服はしまむらでいいのに美容には気をつかうのか
1:27:38	コレ衛門	ねおちゃん
1:27:38	死神パフェ	田舎者の考え方で草
1:27:38	りんほん	美容系見ながらどう思ってるの？
1:27:38	ひっきー	哲学ｗ
1:27:39	Kudrjavka	てか美容なんて興味あったの？
1:27:39	花菜枝沙絵	服買いに行く服は無いはある
1:27:40	クレイ。	まぁたそw
1:27:41	サナ	まぁたそは知ってる
1:27:41	いざよいさくや	でたわね
1:27:41	ちっそむし	草
1:27:41	ザッハトルテ。	ネットでポチろう？
1:27:41	飲む牛乳	Amazonとか……
1:27:42	ふぉれすたる.	@
1:27:43	キミカン	それは草
1:27:43	ハセマ・スネーク	物知りだねえ
1:27:43	peaceman1984	100均コスメで美容系みるの？
1:27:44	「み」の字 / MINO-G	あずきちゃんって別の人想像したわ…
1:27:44	スパイラル	きょんくま最近好き
1:27:45	くろう	知らない今度見てみよ
1:27:45	エビ天	服のチャンネルとか見ないの？
1:27:46	このあの	準備の準備が必要なしおちゃん！
1:27:48	Nagai Ryutaro	100均コスメなのに...
1:27:48	九条悠斗	かすちゃん！すきー
1:27:48	お前ら_	美容師ちゃいなよ！
1:27:48	ricoma1205	azuki chan?
1:27:49	うろん	なんのためにみるんすか？笑
1:27:49	ゆういち	挨拶ね
1:27:50	_lili_	見る専
1:27:50	T M	見るのにやらないのか…
1:27:51	ハクトウ	アラレちゃんしか知らない	￥500
1:27:51	みーや	女の子や…
1:27:51	ruska	美容系は沼る…
1:27:51	ばどらび	北の打ちでしってる
1:27:51	グリヴェン	いいんじゃないかな？
1:27:51	和み日和	美容しないんですけどはどうなんｗ
1:27:51	ふるーり	知識得たなら実戦してもろて
1:27:52	村上元紀	何のために？
1:27:52	Nights -O	へぇ
1:27:53	ロザエ	笑っちゃう
1:27:53	佐藤蓮	ユーチューバー詳しくね？？
1:27:53	rapid eye rabbit	美容しないのに美容みるの！？
1:27:54	NIHO UFO	知識だけはあると
1:27:54	マロニエ	自分も美容して
1:27:54	jun jun	見るけどやらないこれあるある
1:27:54	ありにゃ	美容しないんかい
1:27:55	九十九屋/ツクモヤ	女性Youtuber全然知らんなぁ
1:27:55	ハルニレ	メイク動画ずっと見れられますよね
1:27:55	shigure tokiame	でもコスメは100均
1:27:55	グリヴェン	ワイおじさんだからなあｗ
1:27:56	横々	知らない文化だ…
1:27:56	桜田マッコイ	リアルは料理系ばかりだ
1:27:58	のりほしゅ	ポチポチポチ
1:27:58	はるめたる	女子アピールしないで
1:27:58	菊池タクオ	あおらぶいいわね
1:27:58	パイライトテディ	やらなくても見るの楽しいからな
1:27:58	やまぶどう	カンタとそっくりなぶんけいさん
1:27:59	神無月健二	栞桜ちゃんが美容系を見る言う衝撃
1:27:59	/ UMA	意外
1:27:59	司令_つかされい	料理しないけど料理系動画みたりする
1:27:59	ゆきにゃん	しないのにみるん
1:28:00	ニコラス	(*´ω`*)
1:28:00	芋けんぴ	なら服をしまむら以外でもかってもろて
1:28:00	taka32 S	見るだけｗ
1:28:00	此処葉	料理しなくても料理チャンネルみるからね
1:28:00	leno nowhere	活かせない知識...
1:28:01	ネムレス	美容しないけどは草
1:28:02	由ゆう	化粧とかするの？
1:28:02	あまなつみかん	通販でも買えるんじゃない？ｗ
1:28:02	レモン	まぁ見てるジャンルをやるとは限らんよね
1:28:02	醤油砂糖	DASH島見るみたいな感覚なんかな
1:28:02	シヴァ村卯月	美容系見るのに普段使いは100均なのか
1:28:02	\らじお/	女子力あるんだかななにんだかわからんな
1:28:03	大銀	美容してもろて
1:28:03	まふぃー	なんで見るのに実践しないんだよ
1:28:04	ウィル隊長	Amazon
1:28:04	じぇのあ	美容に対して辛辣で草
1:28:04	ソトザキマサタカ	どう活かすんや･･････？
1:28:05	諦めちゃったけど諦められないれみちゃん446#NCB	料理しない人が料理系見るのと一緒やね
1:28:05	ダンデライオン	ちょっと安心した
1:28:05	かなかな	ナラカちゃんは見ないの？
1:28:06	わんたん	美容系みても興味もたないもんなんだね
1:28:07	いっちゃん	知識はあるんだ！それを使おう！
1:28:07	カビキラー	最近は男も美容に気を使っているからね
1:28:07	のーれっじ	100
1:28:07	CarMania E-NA1	無を取得してるということ…？
1:28:08	ひっきー	あずきちゃんで検索したら、懐かしいNHKアニメが…
1:28:08	smith st.	シャンプー自分で買わないのに！？
1:28:08	砂付きほうれん草	活用できんの？
1:28:09	ないきる	ゲーム実況者しかしらないワイ
1:28:11	とろろ	いいよ～
1:28:11	K Tony	いいぞ
1:28:11	月十字	Vtuber
1:28:11	らん	麻雀しないけど栞桜ちゃんの放送見るようなもんか
1:28:11	みづき	いいよ
1:28:12	ほてぷ	来た瞬間好きって聞こえてテンション上がった
1:28:12	ぐぅたら	いいよー
1:28:12	ボルツ	いいぞ
1:28:12	りんほん	麻雀？
1:28:12	やまぶどう	良いよー
1:28:12	ローズマリー	いいよ
1:28:12	ななみさん	いいよー
1:28:12	モジャンヌ	いいよ
1:28:12	鳥烏[とりからす]	いいよ
1:28:13	白詰草	しないけど見たい気持ち分かる
1:28:13	ゆういち	はなでんとかすこ
1:28:13	あのんまのんver.II	なんや？
1:28:13	パイライトテディ	いいよ
1:28:13	古鉄	なんや？
1:28:13	むあーん。	ええよー
1:28:13	ザッハトルテ。	いいよ
1:28:13	山本たろう	いいよ
1:28:13	メイダイン	いいよー
1:28:13	豆腐DMT	いいよ
1:28:14	順平	うん
1:28:14	夜空ユウキ	いいよ
1:28:14	とき	いいよー
1:28:14	テーク	いいよー
1:28:14	いざよいさくや	活かせない知識
1:28:14	辻斬りロータ	ええで
1:28:14	西都なつ	いいよー
1:28:15	FJK エンタメ	なに
1:28:15	ShingoMk-Ⅱ	いいよ
1:28:15	ハクトウ	いいよ
1:28:15	21	もちろん
1:28:16	調律	麻雀？
1:28:17	リゼベル	それは己に足りない女子力を摂取するためのものですか？
1:28:17	しょみん	麻雀？
1:28:17	ちっそむし	いいよ
1:28:17	たい焼き袋詰	いいよ
1:28:17	mezzoforte	いつものことじゃん
1:28:18	なじー	いいよー
1:28:19	\らじお/	いいよ
1:28:20	月刊アフロ	こいー
1:28:20	暁宵	趣味配信きた
1:28:20	NIHO UFO	いいよー
1:28:21	焼音ニク	お？麻雀か？
1:28:21	N・A・O	しょーがないわねー
1:28:21	rapid eye rabbit	ええよー
1:28:22	fo lon	いいよー
1:28:22	ナギ	いいぞ
1:28:22	カンザキシン	ええよ
1:28:22	吐露非狩古鬱	いいよー
1:28:22	えびび大福	最初からじゃん
1:28:22	のりほしゅ	麻雀か
1:28:23	ろくじょう	どうそー
1:28:23	花菜枝沙絵	いいよ
1:28:24	ほわちゃん	いいよー
1:28:25	Sea Dragon【しーどら】	栞桜ちゃんが美容系！？
1:28:25	ペケーニョ	麻雀だろ
1:28:25	アトス	ええで
1:28:25	司令_つかされい	してるんだよなぁ
1:28:25	あむねこ	OK
1:28:25	きゅーかんばー	なに？
1:28:26	死神パフェ	既にしてるんだよなぁ…
1:28:26	Nights -O	最初から雑談ですが
1:28:26	杏【きょう】	今までは雑談じゃなかった・・・？
1:28:26	うみにん	ずっとしてますが
1:28:27	ほよよ	今更？
1:28:27	芋けんぴ	あい
1:28:27	Fumy H	え、今までは雑談放送じゃなかったと
1:28:27	serion	いいよー
1:28:27	四季綾ノ乃	ん？
1:28:27	ばどらび	元々雑談配信
1:28:28	トレイン	もうしてるやんｗ
1:28:28	ぐぅたら	振り？
1:28:28	あぎだどら	え、今までのは？
1:28:28	きなこ	いいよー
1:28:28	辻斬りロータ	今まではなんだったんだ？
1:28:28	とりあたま	これは雑談じゃなかった・・・？
1:28:29	しゅー	してるんだよなぁ
1:28:29	森羅。	なんやー
1:28:29	なーく	もうしてるでしょｗ
1:28:29	やあけ	してますがw
1:28:29	いたち海月	え？雑談じゃなかったの！？
1:28:30	永月河	らじゃ
1:28:30	トリウナギ	りょ
1:28:30	つっきー	うむ
1:28:30	Akiteru Fjimoto	いいよー
1:28:30	じぇのあ	いままでは雑談じゃなかったというのか
1:28:30	かえるライダー	うん？？
1:28:31	ぽーとぴあ	はい。
1:28:31	ganita	どうぞどうぞ
1:28:32	雨宮恵	ん？
1:28:32	帰宅RTA	雑談だったでしょ
1:28:32	のーれっじ	パオパオと北打ち仲良いよね
1:28:32	リゼベル	ええよ
1:28:33	ゆういち	おｋおｋ
1:28:33	とき	なになに？
1:28:33	ほわちゃん	はーい
1:28:33	みささんべ	おｋ
1:28:34	ゆきのべる。	フリ？
1:28:34	おうど	筋トレしないのに筋トレ
1:28:34	月刊アフロ	了解
1:28:35	Astral Clover	なに？
1:28:35	ばどらっく	いつも通りなので
1:28:35	フラグクラッシャー	なんじゃ
1:28:35	スパイラル	それを言ってって言ってるようなもん
1:28:35	クレイ。	あい
1:28:36	神原徹郎	原稿の進捗どうですか？
1:28:36	*ねう*	気を付ける
1:28:37	あっちぃ	振り？
1:28:38	おたき	今までのは？
1:28:38	くろしば	お？
1:28:38	ウィル隊長	パックとかしたほうが
1:28:38	ポリィイイイ	なんだろ？
1:28:39	このあの	んん？
1:28:39	いざよいさくや	ん？
1:28:39	Fumy H	ろじゃー
1:28:39	すてら	とりあえず
1:28:40	十三姫	？？
1:28:40	rapid eye rabbit	うむ
1:28:40	テロン	ん？
1:28:41	鳥烏[とりからす]	何すんだ
1:28:41	ガラナマン	ｗｋｔｋ
1:28:42	かぷ	斎藤の準備
1:28:43	ワタヌキ	はい
1:28:44	huka	なんか怖いんやが
1:28:44	ミカン箱	書かずに録画して・・・・
1:28:44	グリヴェン	何か始めるのか・・・？
1:28:45	横々	かかないよー
1:28:45	% ショウ%	麻雀かい？
1:28:45	まこだいあ	おｋ
1:28:45	死神パフェ	フリ？
1:28:45	夜空ユウキ	今まではなんだったの？
1:28:45	wildcat5314	配信者のパンツ観る趣味？
1:28:46	太陽の塔	？？
1:28:47	ナゴツク	何をするつもりだ？？
1:28:47	ぷっしろ	6000人が見てるんですがそれは
1:28:48	waniwani wanito	わかったよ（ツイッター開きながら）
1:28:48	えびび大福	描くなよ、絶対描くなよ
1:28:48	りべ	今までのは雑談ではなかった？
1:28:48	卜キサメ	天鳳開いておくわ
1:28:49	ほのぼのevening	なんだ
1:28:49	フラグクラッシャー	今まではなんだったのか
1:28:49	蘭京	今までの話？
1:28:49	CarMania E-NA1	フリ？マジ？
1:28:49	ソトザキマサタカ	何ぃ!?!?
1:28:50	ザッハトルテ。	？
1:28:50	ふぅと、ため息	準備が必要？
1:28:51	Nights -O	そうだね？うん？？
1:28:51	りんご田べる	なんぞなんぞ
1:28:51	きゅーかんばー	ん？
1:28:51	とと。	おk！Twitter準備した
1:28:51	レモン	了解
1:28:53	なの	おう？
1:28:54	ばどらび	ここにいる人達だけの秘密だぞ！
1:28:54	カル	これから仕事なので見れない…
1:28:55	ken dosagure	なんぞ？
1:28:56	Levith	今までのは雑談じゃなかったのか
1:28:57	太陽の塔	気になるなー
1:28:57	2002 Yukina_chan	なんの振りだ？
1:28:59	暁宵	ツイッター開いたわ
1:28:59	ニコラス	(´
1:28:59	あまなつみかん	なんだなんだ？
1:28:59	ザッハトルテ。	ん？
1:29:00	いろは	6000
1:29:00	mooo	今までも そしてこれからも
1:29:00	6th iPodder	何々？
1:29:00	四季綾ノ乃	雑談はなかった……？
1:29:00	†ガオ	でた
1:29:00	もつもつ	草
1:29:01	starfish heart	よおし！聞いてから考えよう
1:29:01	天城久秀	なんかカチカチしてる\\\
1:29:01	ねねねねね	切り抜きはいいの？
1:29:01	サンロク	なんぞや？
1:29:01	麻雀ビギナーしょーしょん	内緒なの把握した
1:29:01	ななみさん	あっ
1:29:01	Westeria	草
1:29:01	芋けんぴ	おぁ
1:29:02	雨宮恵	あーｗ
1:29:02	かえるライダー	あ・・・
1:29:02	ろっきー	草
1:29:03	豆腐DMT	ほんと自由だね
1:29:03	トリウナギ	草
1:29:03	ゆさ石奏	ｗｗｗｗｗｗｗｗｗｗｗｗｗ
1:29:03	テーク	草
1:29:03	ほげほげふがふが	草ｗｗｗｗ
1:29:03	かぷ	だよね
1:29:03	いざよいさくや	草
1:29:03	〆作	斎藤かｗ
1:29:04	ザッハトルテ。	しってた
1:29:04	あまなつみかん	草
1:29:04	はりげね	草
1:29:04	グリヴェン	群道先生かｗ
1:29:04	レッドウッドへいぽう	草
1:29:04	Nights -O	草
1:29:04	LOG	スナイプかな？
1:29:04	ruzenta	まじGU?
1:29:04	E. garland	！？
1:29:04	くろう	草
1:29:04	麻雀ビギナーしょーしょん	おん？
1:29:05	Jジェイ	おん？
1:29:05	まるぼーろ。おかし	草
1:29:05	tora tora	草
1:29:05	ことかげ	うん
1:29:05	明日カン八郎	草
